#,%
18,2.11042533009e-17
19,5.06502079221e-16
20,6.33127599026e-15
21,5.4997684102e-14
22,3.73292032386e-13
23,2.10907465787e-12
24,1.03161177858e-11
25,4.48548111316e-11
26,1.76670710994e-10
27,6.39255936516e-10
28,2.14790184101e-9
29,6.75869080882e-9
30,2.00528025534e-8
31,5.6411550805e-8
32,1.51162960104e-7
33,3.87337929338e-7
34,9.52205172663e-7
35,0.00000225211712998
36,0.00000513722650145
37,0.0000113256637195
38,0.0000241769280496
39,0.0000500552801596
40,0.000100655347401
41,0.000196842392808
42,0.000374792852106
43,0.000695501722951
44,0.00125903155001
45,0.00222516960515
46,0.0038423622994
47,0.00648680207866
48,0.0107132133088
49,0.0173180603342
50,0.0274144260455
51,0.042515566317
52,0.0646211088714
53,0.0962961576996
54,0.140729512829
55,0.20175338612
56,0.283804190604
57,0.39180318749
58,0.530938029294
59,0.706332437028
60,0.922601904074
61,1.18330829039
62,1.49034445062
63,1.84329964127
64,2.23887447473
65,2.67042710036
66,3.127736451
67,3.59706073066
68,4.06154811807
69,4.50202224292
70,4.89812014706
71,5.22971044251
72,5.47847146407
73,5.62947156726
74,5.6725740365
75,5.60349297839
76,5.4243562567
77,5.14368481748
78,4.77576807213
79,4.33949216502
80,3.85674982615
81,3.35061523503
82,2.84349561779
83,2.35546836193
84,1.90297899637
85,1.49801763164
86,1.14781980244
87,0.855064629131
88,0.618480934771
89,0.433729759933
90,0.294414508714
91,0.193077576216
92,0.122070044798
93,0.0742210920708
94,0.0432771977876
95,0.0241199871691
96,0.012799890191
97,0.00643814536533
98,0.00305251176312
99,0.00135517156973
100,0.00055869885749
101,0.000211671958139
102,0.0000727033867598
103,0.0000222304759374
104,0.00000589919490733
105,0.0000013082769773
106,2.28137651492e-7
107,2.79261762513e-8
108,1.81002994222e-9